Référence,Intitulé synthétique,Type d'AO,Type,Fonction publique,Acheteur_auto,Acheteur_manual,Acheteur_clean,Localisation_auto,Localisation_manual,Localisation,Localisation_clean,Date_limite_auto,Date_limite_manual,Date limite de remise des offres,Durée initiale du marché,Reconduction(s),Estimation_auto,Estimation_manual,Estimation du marché,URL source HTTPS,Plateforme,match_status,match_source,review_needed,extraction_notes,Colonne 1,Colonne 2,Column 29,source_type
13/joue/003085442026,"Fourniture de solutions d'infrastructure informatique (matériels, logiciels et prestations associées)",-,-,-,-,,-,officiels de l’organisme acheteur public,,officiels de l’organisme acheteur public,officiels de l’organisme acheteur public,2026-06-29 00:00:00,,2026-06-29 00:00:00,-,-,171.0,,171.0,https://ted.europa.eu/fr/notice/-/detail/308544-2026,BOAMP,new,13joue003085442026-2026-fourniture-solutions-infrastructure.html,oui,"title: titre_pattern -> accepted score=85 value=""Fourniture de solutions d'infrastructure informatique (matériels, logiciels et prestations associées)""",-,-,-,BOAMP_XML
13/joue/003107212026,"Maintien en Condition Opérationnelle de l’Infrastructure Système, Stockage, Serveurs et Sauvegarde / Renouvellement, installation et maintenance de composants essentiels - GHT de la Nièvre",-,-,-,-,,-,officiels de l’organisme acheteur public,,officiels de l’organisme acheteur public,officiels de l’organisme acheteur public,2026-06-05 00:00:00,,2026-06-05 00:00:00,-,-,171.0,,171.0,https://ted.europa.eu/fr/notice/-/detail/310721-2026,BOAMP,new,13joue003107212026-2026-maintien-condition-operationnelle.html,oui,"title: titre_pattern -> accepted score=85 value='Maintien en Condition Opérationnelle de l’Infrastructure Système, Stockage, Serveurs et Sauvegarde / Renouvellement, installation et maintenance de composants essentiels - GHT de la Nièvre'",-,-,-,BOAMP_XML
13/joue/003228322026,"La continuité, l’exploitation, l’hébergement, la maintenance et le développement de la plateforme de notification eTOD",-,-,-,-,,-,officiels de l’organisme acheteur public,,officiels de l’organisme acheteur public,officiels de l’organisme acheteur public,2026-06-15 00:00:00,,2026-06-15 00:00:00,-,-,171.0,,171.0,https://ted.europa.eu/fr/notice/-/detail/322832-2026,BOAMP,new,13joue003228322026-2026-continuite-exploitation-hebergement?q=72200000.html,oui,"title: titre_pattern -> accepted score=85 value='La continuité, l’exploitation, l’hébergement, la maintenance et le développement de la plateforme de notification eTOD'",-,-,-,BOAMP_XML
13/joue/003237302026,Prestations de Tierce Maintenance Applicative des Logiciels Systèmes Energétiques du LITEN,-,-,-,-,,-,officiels de l’organisme acheteur public,,officiels de l’organisme acheteur public,officiels de l’organisme acheteur public,2026-06-10 00:00:00,,2026-06-10 00:00:00,-,-,171.0,,171.0,https://ted.europa.eu/fr/notice/-/detail/323730-2026,BOAMP,new,13joue003237302026-2026-prestations-tierce-maintenance?q=72200000.html,oui,title: titre_pattern -> accepted score=85 value='Prestations de Tierce Maintenance Applicative des Logiciels Systèmes Energétiques du LITEN',-,-,-,BOAMP_XML
13/joue/003241312026,PRESTATIONS DE SUPPORT ET MAINTENANCE LOGICIEL,-,-,-,-,,-,officiels de l’organisme acheteur public,,officiels de l’organisme acheteur public,officiels de l’organisme acheteur public,-,,-,-,-,171.0,,171.0,https://ted.europa.eu/fr/notice/-/detail/324131-2026,BOAMP,new,13joue003241312026-2026-prestations-support-maintenance?q=72200000.html,oui,title: titre_pattern -> accepted score=75 value='PRESTATIONS DE SUPPORT ET MAINTENANCE LOGICIEL',-,-,-,BOAMP_XML
13/joue/003272002026,Accompagnement à l extension de l ITSM de la DSI,-,-,-,-,,-,officiels de l’organisme acheteur public,,officiels de l’organisme acheteur public,officiels de l’organisme acheteur public,2026-06-16 00:00:00,,2026-06-16 00:00:00,-,-,171.0,,171.0,https://ted.europa.eu/fr/notice/-/detail/327200-2026,BOAMP,new,13joue003272002026-2026-accompagnement-extension-itsm?q=72200000.html,oui,title: titre_pattern -> accepted score=80 value='Accompagnement à l extension de l ITSM de la DSI',-,-,-,BOAMP_XML
13/joue/003278382026,HISI V2 - Hébergement et infogérance des sites internet,-,-,-,-,,-,officiels de l’organisme acheteur public,,officiels de l’organisme acheteur public,officiels de l’organisme acheteur public,-,,-,-,-,171.0,,171.0,https://ted.europa.eu/fr/notice/-/detail/327838-2026,BOAMP,new,13joue003278382026-2026-hisi-hebergement-infogerance?q=72200000.html,oui,title: titre_pattern -> accepted score=80 value='HISI V2 - Hébergement et infogérance des sites internet',-,-,-,BOAMP_XML
13/joue/003293162026,"Maintenance, hébergement et développements des sites et applicatifs web du Département de la Vendée",-,-,-,-,,-,officiels de l’organisme acheteur public,,officiels de l’organisme acheteur public,officiels de l’organisme acheteur public,2026-06-12 00:00:00,,2026-06-12 00:00:00,-,-,171.0,,171.0,https://ted.europa.eu/fr/notice/-/detail/329316-2026,BOAMP,new,13joue003293162026-2026-maintenance-hebergement-developpements?q=72200000.html,oui,"title: titre_pattern -> accepted score=85 value='Maintenance, hébergement et développements des sites et applicatifs web du Département de la Vendée'",-,-,-,BOAMP_XML
13/joue/003304802026,Groupement de commandes pour la fourniture de services de sécurité informatique pour les réseaux d'accès normands au profit des Etablissements Publics Locaux d'Enseignement,-,-,-,-,,-,officiels de l’organisme acheteur public,,officiels de l’organisme acheteur public,officiels de l’organisme acheteur public,2026-06-23 00:00:00,,2026-06-23 00:00:00,-,-,171.0,,171.0,https://ted.europa.eu/fr/notice/-/detail/330480-2026,BOAMP,new,13joue003304802026-2026-groupement-commandes-pour?q=72200000.html,oui,"title: titre_pattern -> accepted score=85 value=""Groupement de commandes pour la fourniture de services de sécurité informatique pour les réseaux d'accès normands au profit des Etablissements Publics Locaux d'Enseignement""",-,-,-,BOAMP_XML
26-41049,-,-,-,-,1.1,,1.1,-,,-,-,-,,-,-,-,400000.0,,400000.0,-,BOAMP,new,26-41049.html,,title: label_titre -> rejected score=40 value='' reason=empty; buyer: label_nom_officiel -> rejected score=40 value='' reason=empty; buyer: label_acheteur -> accepted score=30 value='1.1',-,-,-,BOAMP_XML
2956468?orgAcronyme=g7h,-,-,-,-,MINARM / ESTM / EPA / SHOM - Service hydrographique et océanographique de la Marine,,MINARM / ESTM / EPA / SHOM - Service hydrographique et océanographique de la Marine,(29) Finistère,,(29) Finistère,(29) Finistère,2026-06-18 09:00:00,,2026-06-18 09:00:00,-,-,-,,-,https://www.marches-publics.gouv.fr/app.php/entreprise/consultation/2956468?orgAcronyme=g7h,PLACE,new,2956468?orgAcronyme=g7h.html,,title: header_generic -> rejected score=-75 value='Détail de la consultation' reason=generic_exact_title; buyer: entity_line -> accepted score=70 value='MINARM / ESTM / EPA / SHOM - Service hydrographique et océanographique de la Marine'; buyer: entity_line -> accepted score=60 value='Publicité / Téléchargement'; buyer: entity_line -> accepted score=60 value='Publicité / Téléchargement',-,-,-,PLACE_NUMERIC
2986378?orgAcronyme=f2h,Fourniture d'une solution de gestion pédagogique des doctorants,-,-,-,EOESRI / COMUE - UdL - COMUE &quot;Université de Lyon&quot,,EOESRI / COMUE - UdL - COMUE &quot;Université de Lyon&quot,(69) Rhône,,(69) Rhône,(69) Rhône,2026-06-12 12:00:00,,2026-06-12 12:00:00,-,-,-,,-,https://www.marches-publics.gouv.fr/app.php/entreprise/consultation/2986378?orgAcronyme=f2h,PLACE,new,2986378?orgAcronyme=f2h.html,,"title: header_generic -> rejected score=-75 value='Détail de la consultation' reason=generic_exact_title; title: business_title_line -> accepted score=60 value=""Fourniture d'une solution de gestion pédagogique des doctorants""; buyer: entity_line -> accepted score=70 value='EOESRI / COMUE - UdL - COMUE &quot;Université de Lyon&quot'; buyer: entity_line -> accepted score=60 value='Publicité / Téléchargement'; buyer: entity_line -> accepted score=60 value='Publicité / Téléchargement'",-,-,-,PLACE_NUMERIC
2987833?orgAcronyme=f2h,Réalisation d’opérations comptables et assistance fonctionnelle sur le système d’information financier et comptable SIFAC/SIFAC+ (S4/HANA SAP) de CentraleSupelec,-,-,-,EOESRI / SUPELEC - Centrale SUPELEC,,EOESRI / SUPELEC - Centrale SUPELEC,(91) Essonne,,(91) Essonne,(91) Essonne,2026-06-12 12:00:00,,2026-06-12 12:00:00,-,-,-,,-,https://www.marches-publics.gouv.fr/app.php/entreprise/consultation/2987833?orgAcronyme=f2h,PLACE,new,2987833?orgAcronyme=f2h.html,,title: header_generic -> rejected score=-75 value='Détail de la consultation' reason=generic_exact_title; title: business_title_line -> accepted score=60 value='Réalisation d’opérations comptables et assistance fonctionnelle sur le système d’information financier et comptable SIFAC/SIFAC+ (S4/HANA SAP) de CentraleSupelec'; title: business_title_line -> accepted score=60 value='Réalisation d’opérations comptables et assistance fonctionnelle sur le système d’information financier et comptable SIFAC/SIFAC+ (S4/HANA SAP) de CentraleSupelec'; buyer: entity_line -> accepted score=60 value='EOESRI / SUPELEC - Centrale SUPELEC'; buyer: entity_line -> accepted score=60 value='Publicité / Téléchargement'; buyer: entity_line -> accepted score=60 value='Publicité / Téléchargement',-,-,-,PLACE_NUMERIC
2990888?orgAcronyme=d3f,-,-,-,-,MJL / SG / DNUM - Direction du numérique,,MJL / SG / DNUM - Direction du numérique,-,,-,-,2026-06-17 14:00:00,,2026-06-17 14:00:00,-,-,-,,-,https://www.marches-publics.gouv.fr/app.php/entreprise/consultation/2990888?orgAcronyme=d3f,PLACE,new,2990888?orgAcronyme=d3f.html,,title: header_generic -> rejected score=-75 value='Détail de la consultation' reason=generic_exact_title; buyer: entity_line -> accepted score=70 value='MJL / SG / DNUM - Direction du numérique'; buyer: entity_line -> accepted score=60 value='Publicité / Téléchargement'; buyer: entity_line -> accepted score=60 value='Publicité / Téléchargement',-,-,-,PLACE_NUMERIC
2992873?orgAcronyme=d4t,Assistance à maîtrise d’ouvrage pour la conception et la passation de marchés publics de développement d’outils de gestion et de visualisation de données sur l’eau sur le bassin versant Marais poitevin,-,-,-,MTES-MCTRCT-MER / EP / EP MP - Etablissement Public du Marais Poitevin,,MTES-MCTRCT-MER / EP / EP MP - Etablissement Public du Marais Poitevin,"(85) Vendée, (17) Charente-Maritime, (79) Deux-Sèvres",,"(85) Vendée, (17) Charente-Maritime, (79) Deux-Sèvres","(85) Vendée, (17) Charente-Maritime, (79) Deux-Sèvres",2026-06-22 12:00:00,,2026-06-22 12:00:00,-,-,-,,-,https://www.marches-publics.gouv.fr/app.php/entreprise/consultation/2992873?orgAcronyme=d4t,PLACE,new,2992873?orgAcronyme=d4t.html,,title: header_generic -> rejected score=-75 value='Détail de la consultation' reason=generic_exact_title; title: business_title_line -> accepted score=60 value='Assistance à maîtrise d’ouvrage pour la conception et la passation de marchés publics de développement d’outils de gestion et de visualisation de données sur l’eau sur le bassin versant Marais poitevin'; buyer: entity_line -> accepted score=60 value='MTES-MCTRCT-MER / EP / EP MP - Etablissement Public du Marais Poitevin'; buyer: entity_line -> accepted score=60 value='Publicité / Téléchargement'; buyer: entity_line -> accepted score=60 value='Publicité / Téléchargement',-,-,-,PLACE_NUMERIC
B26-01107-LS,Prestations de tierce maintenance applicative (TMA) des Logiciels Systèmes Energétiques du CEA Liten,-,-,-,AO / CEA / CEA / GRENOBLE - CENTRE DE GRENOBLE,,AO / CEA / CEA / GRENOBLE - CENTRE DE GRENOBLE,(38) Isère,,(38) Isère,(38) Isère,2026-06-10 16:00:00,,2026-06-10 16:00:00,-,-,-,,-,https://www.marches-publics.gouv.fr/app.php/entreprise/consultation/2997383?orgAcronyme=s2d,PLACE,new,2997383?orgAcronyme=s2d.html,,title: header_generic -> rejected score=-75 value='Détail de la consultation' reason=generic_exact_title; title: line_after_reference -> rejected score=35 value='Intitulé' reason=too_short; title: business_title_line -> accepted score=60 value='Prestations de tierce maintenance applicative (TMA) des Logiciels Systèmes Energétiques du CEA Liten'; buyer: category_label -> rejected score=-90 value='Autres organismes' reason=generic_exact_buyer; buyer: category_label -> rejected score=-90 value='Autres organismes' reason=generic_exact_buyer; buyer: entity_line -> accepted score=70 value='AO / CEA / CEA / GRENOBLE - CENTRE DE GRENOBLE'; buyer: entity_line -> accepted score=60 value='Publicité / Téléchargement'; buyer: entity_line -> accepted score=60 value='Publicité / Téléchargement',-,-,-,PLACE_NUMERIC
2998043?orgAcronyme=f2h,-,-,-,-,EOESRI / CNRS / CNRS - DR14 - CNRS Délégation Occitanie Ouest,,EOESRI / CNRS / CNRS - DR14 - CNRS Délégation Occitanie Ouest,"(75) Paris, (92) Hauts-de-Seine, (31) Haute-Garonne",,"(75) Paris, (92) Hauts-de-Seine, (31) Haute-Garonne","(75) Paris, (92) Hauts-de-Seine, (31) Haute-Garonne",2026-06-15 12:00:00,,2026-06-15 12:00:00,-,-,-,,-,https://www.marches-publics.gouv.fr/app.php/entreprise/consultation/2998043?orgAcronyme=f2h,PLACE,new,2998043?orgAcronyme=f2h.html,,title: header_generic -> rejected score=-75 value='Détail de la consultation' reason=generic_exact_title; buyer: entity_line -> accepted score=70 value='EOESRI / CNRS / CNRS - DR14 - CNRS Délégation Occitanie Ouest'; buyer: entity_line -> accepted score=60 value='Publicité / Téléchargement'; buyer: entity_line -> accepted score=60 value='Publicité / Téléchargement',-,-,-,PLACE_NUMERIC
36parisien1157695-2026-infogerance-systeme-information,Infogérance du système d'information de la ville de Croissy-sur-Seine Enregistrer cet appel d’offre Localisation : Yvelines (78) - Croissy-sur-Seine Date de clotûre,-,-,-,Ville de Croissy-sur-Seine,,Ville de Croissy-sur-Seine,Plusieurs lieux,,Plusieurs lieux,Plusieurs lieux,-,,-,-,-,-,,-,https://www.francemarches.com/appel-offre/36parisien1157695-2026-infogerance-systeme-information,France Marchés,new,36parisien1157695-2026-infogerance-systeme-information.html,,"title: editorial_header -> accepted score=70 value=""Infogérance du système d'information de la ville de Croissy-sur-Seine Enregistrer cet appel d’offre Localisation : Yvelines (78) - Croissy-sur-Seine Date de clotûre""; title: legal_text_title -> rejected score=40 value='' reason=empty; title: description_short -> accepted score=50 value=""Infogérance du système d'information de la ville de Croissy-sur-Seine""; buyer: editorial_buyer_block -> rejected score=30 value='' reason=empty; buyer: legal_nom_complet -> accepted score=65 value='Ville de Croissy-sur-Seine'; buyer: legal_nom_officiel -> rejected score=35 value='' reason=empty",-,-,-,FRANCE_MARCHES
37ao26154015290520267275-2026-cadrage-conception-developpement,-,-,-,-,1.1 Acheteur,,1.1 Acheteur,"Votre code postal ne semble pas en France. Rien de grave, vous pouvez le modifier ou simplement valider",,"Votre code postal ne semble pas en France. Rien de grave, vous pouvez le modifier ou simplement valider","Votre code postal ne semble pas en France. Rien de grave, vous pouvez le modifier ou simplement valider",-,,-,-,-,16000000.0,,16000000.0,https://www.francemarches.com/appel-offre/37ao26154015290520267275-2026-cadrage-conception-developpement,BOAMP,new,37ao26154015290520267275-2026-cadrage-conception-developpement.html,,title: label_titre -> rejected score=40 value='' reason=empty; buyer: label_nom_officiel -> rejected score=40 value='' reason=empty; buyer: label_acheteur -> accepted score=40 value='1.1 Acheteur',-,-,-,BOAMP_XML
37ao26181552260520267275-2026-prestations-assistance-technique,-,-,-,-,1.1 Acheteur,,1.1 Acheteur,"Votre code postal ne semble pas en France. Rien de grave, vous pouvez le modifier ou simplement valider",,"Votre code postal ne semble pas en France. Rien de grave, vous pouvez le modifier ou simplement valider","Votre code postal ne semble pas en France. Rien de grave, vous pouvez le modifier ou simplement valider",-,,-,-,-,8700000.0,,8700000.0,https://www.francemarches.com/appel-offre/37ao26181552260520267275-2026-prestations-assistance-technique,BOAMP,new,37ao26181552260520267275-2026-prestations-assistance-technique.html,,title: label_titre -> rejected score=40 value='' reason=empty; buyer: label_nom_officiel -> rejected score=40 value='' reason=empty; buyer: label_acheteur -> accepted score=40 value='1.1 Acheteur'; buyer: org_info_complementaires -> accepted score=-35 value='Organisation qui fournit un accès hors ligne aux documents de marché',-,-,-,BOAMP_XML
DAF_2025_001001,Prestations d’assistance et d’expertise pour migration et déploiement des SI vers le cloud au profit du Centre Spécialisé Cloud du MINARM (référence interne DAF).,Procédure négociée,Services,Etat,"Ministère des Armées – DNUM / Centre Spécialisé Cloud du MINARM, France entière.",,Ministère des Armées – DNUM / Centre Spécialisé Cloud du MINARM,Val-de-Marne,,Val-de-Marne,France entière,26/05/2026,,26/05/2026,66 mois,Cf règlement de la consultation,18.02 M€ HT,,18.02 M€ HT,https://www.francemarches.com/appel-offre/37ao26181581260520263294-2026-prestations-assistance-expertise,SCRAPPING REDPOINT,matched,37ao26181581260520263294-2026-prestations-assistance-expertise.html,,,,,,-
3boamp2640079-2026-mise-disposition-adaptation,"Mise à disposition, adaptation et maintenance du système d’information financière destiné à la gestion budgétaire et comptable de la HAS, organisme en comptabilité budgétaire publique, ainsi qu’à la préparation et au suivi d’exécution de son budget",-,-,-,-,,-,officiels de l’organisme acheteur public,,officiels de l’organisme acheteur public,officiels de l’organisme acheteur public,2026-07-08 00:00:00,,2026-07-08 00:00:00,-,-,171.0,,171.0,https://ted.europa.eu/fr/notice/-/detail/273519-2026,BOAMP,new,3boamp2640079-2026-mise-disposition-adaptation.html,oui,"title: titre_pattern -> accepted score=85 value='Mise à disposition, adaptation et maintenance du système d’information financière destiné à la gestion budgétaire et comptable de la HAS, organisme en comptabilité budgétaire publique, ainsi qu’à la préparation et au suivi d’exécution de son budget'",-,-,-,BOAMP_XML
3boamp2641049-2026-assistance-externe-pour,-,-,-,-,1.1,,1.1,-,,-,-,-,,-,-,-,400000.0,,400000.0,https://www.francemarches.com/appel-offre/3boamp2641049-2026-assistance-externe-pour,BOAMP,new,3boamp2641049-2026-assistance-externe-pour.html,,title: label_titre -> rejected score=40 value='' reason=empty; buyer: label_nom_officiel -> rejected score=40 value='' reason=empty; buyer: label_acheteur -> accepted score=30 value='1.1',-,-,-,BOAMP_XML
3boamp2641974-2026-maintien-condition-operationnelle,Accord-cadre,-,-,-,-,,-,Subdivision pays (NUTS) : Paris ( FR101 ),,Subdivision pays (NUTS) : Paris ( FR101 ),Subdivision pays (NUTS) : Paris ( FR101 ),2026-06-09 00:00:00,,2026-06-09 00:00:00,-,-,171.0,,171.0,https://ted.europa.eu/fr/notice/-/detail/274985-2026,BOAMP,new,3boamp2641974-2026-maintien-condition-operationnelle.html,oui,title: titre_pattern -> accepted score=50 value='Accord-cadre',-,-,-,BOAMP_XML
3boamp2642071-2026-assistance-ingenierie-coordination,ASSISTANCE EN INGENIERIE DE COORDINATION DE PROJETS DATA / INGENIERIE D'EXPERTISE DATA AU SEIN DE LA DIRECTION DU SYSTEME D'INFORMATION DE LA REGION NOUVELLE-AQUITAINE,-,-,-,-,,-,Subdivision pays (NUTS) : Gironde ( FRI12 ),,Subdivision pays (NUTS) : Gironde ( FRI12 ),Subdivision pays (NUTS) : Gironde ( FRI12 ),2026-05-29 00:00:00,,2026-05-29 00:00:00,-,-,171.0,,171.0,https://ted.europa.eu/fr/notice/-/detail/264857-2026,BOAMP,new,3boamp2642071-2026-assistance-ingenierie-coordination.html,oui,"title: titre_pattern -> accepted score=80 value=""ASSISTANCE EN INGENIERIE DE COORDINATION DE PROJETS DATA / INGENIERIE D'EXPERTISE DATA AU SEIN DE LA DIRECTION DU SYSTEME D'INFORMATION DE LA REGION NOUVELLE-AQUITAINE""",-,-,-,BOAMP_XML
3boamp2642106-2026-acquisition-mise-oeuvre,Acquisition et mise en œuvre d'une solution ERP en mode SaaS avec site web marchand et application mobile,-,-,-,-,,-,officiels de l’organisme acheteur public,,officiels de l’organisme acheteur public,officiels de l’organisme acheteur public,2026-06-05 00:00:00,,2026-06-05 00:00:00,-,-,171.0,,171.0,https://ted.europa.eu/fr/notice/-/detail/288908-2026,BOAMP,new,3boamp2642106-2026-acquisition-mise-oeuvre.html,oui,"title: titre_pattern -> accepted score=85 value=""Acquisition et mise en œuvre d'une solution ERP en mode SaaS avec site web marchand et application mobile""",-,-,-,BOAMP_XML
3boamp2642682-2026-renouvellement-maintenance-serveurs,Renouvellement et maintenance des serveurs de sauvegarde et prestations associées,-,-,-,-,,-,officiels de l’organisme acheteur public,,officiels de l’organisme acheteur public,officiels de l’organisme acheteur public,2026-06-04 00:00:00,,2026-06-04 00:00:00,-,-,171.0,,171.0,https://ted.europa.eu/fr/notice/-/detail/294682-2026,BOAMP,new,3boamp2642682-2026-renouvellement-maintenance-serveurs.html,oui,title: titre_pattern -> accepted score=85 value='Renouvellement et maintenance des serveurs de sauvegarde et prestations associées',-,-,-,BOAMP_XML
3boamp2643374-2026-refonte-site-internet,-,-,-,-,Nom complet de l'acheteur,,Nom complet de l'acheteur,"Votre code postal ne semble pas en France. Rien de grave, vous pouvez le modifier ou simplement valider",,"Votre code postal ne semble pas en France. Rien de grave, vous pouvez le modifier ou simplement valider","Votre code postal ne semble pas en France. Rien de grave, vous pouvez le modifier ou simplement valider",-,,-,-,-,-,,-,https://www.francemarches.com/appel-offre/3boamp2643374-2026-refonte-site-internet,BOAMP,new,3boamp2643374-2026-refonte-site-internet.html,,"title: label_titre -> rejected score=40 value='' reason=empty; buyer: label_nom_officiel -> rejected score=40 value='' reason=empty; buyer: label_acheteur -> accepted score=45 value=""Nom complet de l'acheteur""",-,-,-,BOAMP_XML
