file,field,status,legacy,v2
13joue002671162026-2026-mise-disposition-gestion.html,source_type,diff,FRANCE_MARCHES,BOAMP_XML
13joue002671162026-2026-mise-disposition-gestion.html,status,diff,1,2
13joue002671162026-2026-mise-disposition-gestion.html,reference,match,13/joue/002671162026,13/joue/002671162026
13joue002671162026-2026-mise-disposition-gestion.html,title,match,Mise à disposition et gestion du workplace IT,Mise à disposition et gestion du workplace IT
13joue002671162026-2026-mise-disposition-gestion.html,buyer,only_legacy,RESA Innovation et Technologie SA en son nom et pour compte de RESA SA Intercommunale,
13joue002671162026-2026-mise-disposition-gestion.html,cpv,both_empty,[],[]
13joue002671162026-2026-mise-disposition-gestion.html,url_source,only_v2,,https://ted.europa.eu/fr/notice/-/detail/267116-2026
13joue002671162026-2026-mise-disposition-gestion.html,location,only_v2,,officiels de l’organisme acheteur public
13joue002671162026-2026-mise-disposition-gestion.html,procedure_type,only_v2,,Négociée avec publication préalable d’un appel à la concurrence / concurrentielle avec négociation
13joue002671162026-2026-mise-disposition-gestion.html,contract_nature,only_v2,,Services
13joue002671162026-2026-mise-disposition-gestion.html,date_limite,both_empty,,
13joue002671162026-2026-mise-disposition-gestion.html,duree_mois,both_empty,,
13joue002671162026-2026-mise-disposition-gestion.html,estimation_eur,only_v2,,171.0
13joue002708922026-2026-fourniture-prestation-service.html,source_type,diff,FRANCE_MARCHES,BOAMP_XML
13joue002708922026-2026-fourniture-prestation-service.html,status,diff,1,2
13joue002708922026-2026-fourniture-prestation-service.html,reference,match,13/joue/002708922026,13/joue/002708922026
13joue002708922026-2026-fourniture-prestation-service.html,title,diff,"Fourniture d'une prestation de service relative à la gestion des activités de data management et la gestion des activités de biostatistiques à visée d'enregistrements auprès des autorités réglementaires au format ADAM des études cliniques pour UNICANCER RetD, les CLCC et les Etablissement affiliés.","fourniture d'une prestation de service relative à la gestion des activités de data management et la gestion des activités de biostatistiques à visée d'enregistrements auprès des autorités réglementaires au format ADAM des études cliniques pour UNICANCER RetD, les CLCC et les Etablissement affiliés"
13joue002708922026-2026-fourniture-prestation-service.html,buyer,only_legacy,UNICANCER ACHATS,
13joue002708922026-2026-fourniture-prestation-service.html,cpv,both_empty,[],[]
13joue002708922026-2026-fourniture-prestation-service.html,url_source,only_v2,,https://ted.europa.eu/fr/notice/-/detail/270892-2026
13joue002708922026-2026-fourniture-prestation-service.html,location,only_v2,,officiels de l’organisme acheteur public
13joue002708922026-2026-fourniture-prestation-service.html,procedure_type,only_v2,,Ouverte
13joue002708922026-2026-fourniture-prestation-service.html,contract_nature,only_v2,,Services
13joue002708922026-2026-fourniture-prestation-service.html,date_limite,only_v2,,2026-05-18T00:00:00
13joue002708922026-2026-fourniture-prestation-service.html,duree_mois,both_empty,,
13joue002708922026-2026-fourniture-prestation-service.html,estimation_eur,only_v2,,171.0
13joue002845752026-2026-marche-prestations-maintenance.html,source_type,diff,FRANCE_MARCHES,BOAMP_XML
13joue002845752026-2026-marche-prestations-maintenance.html,status,diff,1,2
13joue002845752026-2026-marche-prestations-maintenance.html,reference,match,13/joue/002845752026,13/joue/002845752026
13joue002845752026-2026-marche-prestations-maintenance.html,title,diff,"MARCHE DE PRESTATIONS DE MAINTENANCE D'ASSISTANCE ET D'INFOGERANCE DU PARC INFORMATIQUE, RESEAU ET TELECOM DE L'EPPGHV.","MARCHE DE PRESTATIONS DE MAINTENANCE D'ASSISTANCE ET D'INFOGERANCE DU PARC INFORMATIQUE, RESEAU ET TELECOM DE L'EPPGHV"
13joue002845752026-2026-marche-prestations-maintenance.html,buyer,only_legacy,EPPGHV,
13joue002845752026-2026-marche-prestations-maintenance.html,cpv,both_empty,[],[]
13joue002845752026-2026-marche-prestations-maintenance.html,url_source,only_v2,,https://ted.europa.eu/fr/notice/-/detail/284575-2026
13joue002845752026-2026-marche-prestations-maintenance.html,location,only_v2,,officiels de l’organisme acheteur public
13joue002845752026-2026-marche-prestations-maintenance.html,procedure_type,only_v2,,Ouverte
13joue002845752026-2026-marche-prestations-maintenance.html,contract_nature,only_v2,,Services
13joue002845752026-2026-marche-prestations-maintenance.html,date_limite,only_v2,,2026-06-01T00:00:00
13joue002845752026-2026-marche-prestations-maintenance.html,duree_mois,both_empty,,
13joue002845752026-2026-marche-prestations-maintenance.html,estimation_eur,only_v2,,171.0
13joue002850982026-2026-accord-cadre-bons.html,source_type,diff,FRANCE_MARCHES,BOAMP_XML
13joue002850982026-2026-accord-cadre-bons.html,status,diff,1,2
13joue002850982026-2026-accord-cadre-bons.html,reference,match,13/joue/002850982026,13/joue/002850982026
13joue002850982026-2026-accord-cadre-bons.html,title,match,Accord-cadre à bons de commande pour le maintien en condition opérationnelle et l'accompagnement à l'évolution des infrastructures et services numériques de la Ville de Paris et du CASVP,Accord-cadre à bons de commande pour le maintien en condition opérationnelle et l'accompagnement à l'évolution des infrastructures et services numériques de la Ville de Paris et du CASVP
13joue002850982026-2026-accord-cadre-bons.html,buyer,only_legacy,VILLE de PARIS - DFA - SDA,
13joue002850982026-2026-accord-cadre-bons.html,cpv,both_empty,[],[]
13joue002850982026-2026-accord-cadre-bons.html,url_source,only_v2,,https://ted.europa.eu/fr/notice/-/detail/285098-2026
13joue002850982026-2026-accord-cadre-bons.html,location,only_v2,,officiels de l’organisme acheteur public
13joue002850982026-2026-accord-cadre-bons.html,procedure_type,only_v2,,Ouverte
13joue002850982026-2026-accord-cadre-bons.html,contract_nature,only_v2,,Services
13joue002850982026-2026-accord-cadre-bons.html,date_limite,only_v2,,2026-06-09T00:00:00
13joue002850982026-2026-accord-cadre-bons.html,duree_mois,both_empty,,
13joue002850982026-2026-accord-cadre-bons.html,estimation_eur,only_v2,,171.0
13joue002925532026-2026-marche-public-relatif.html,source_type,diff,FRANCE_MARCHES,BOAMP_XML
13joue002925532026-2026-marche-public-relatif.html,status,diff,1,2
13joue002925532026-2026-marche-public-relatif.html,reference,match,13/joue/002925532026,13/joue/002925532026
13joue002925532026-2026-marche-public-relatif.html,title,diff,"Marché public relatif à la mise à disposition d'un système ERP intégré portant sur la gestion financière, les ressources humaines et les composants annexes","Marché public relatif à la mise à disposition d’un système ERP intégré portant sur la gestion financière, les ressources humaines et les composants annexes"
13joue002925532026-2026-marche-public-relatif.html,buyer,only_legacy,Parlement Wallon,
13joue002925532026-2026-marche-public-relatif.html,cpv,both_empty,[],[]
13joue002925532026-2026-marche-public-relatif.html,url_source,only_v2,,https://ted.europa.eu/fr/notice/-/detail/292553-2026
13joue002925532026-2026-marche-public-relatif.html,location,only_v2,,officiels de l’organisme acheteur public
13joue002925532026-2026-marche-public-relatif.html,procedure_type,only_v2,,Ouverte
13joue002925532026-2026-marche-public-relatif.html,contract_nature,only_v2,,Services
13joue002925532026-2026-marche-public-relatif.html,date_limite,only_v2,,2026-06-08T00:00:00
13joue002925532026-2026-marche-public-relatif.html,duree_mois,both_empty,,
13joue002925532026-2026-marche-public-relatif.html,estimation_eur,only_v2,,171.0
13joue002929142026-2026-accompagnement-convergence-systemes.html,source_type,diff,FRANCE_MARCHES,BOAMP_XML
13joue002929142026-2026-accompagnement-convergence-systemes.html,status,diff,1,2
13joue002929142026-2026-accompagnement-convergence-systemes.html,reference,match,13/joue/002929142026,13/joue/002929142026
13joue002929142026-2026-accompagnement-convergence-systemes.html,title,diff,Accompagnement à la convergence des systèmes d'information de scolarité du Conservatoire national des arts et métiers – Cnam - Paris,Accompagnement à la convergence des systèmes d’information de scolarité du Conservatoire national des arts et métiers – Cnam - Paris
13joue002929142026-2026-accompagnement-convergence-systemes.html,buyer,only_legacy,Conservatoire national des arts et métiers -Cnam,
13joue002929142026-2026-accompagnement-convergence-systemes.html,cpv,both_empty,[],[]
13joue002929142026-2026-accompagnement-convergence-systemes.html,url_source,only_v2,,https://ted.europa.eu/fr/notice/-/detail/292914-2026
13joue002929142026-2026-accompagnement-convergence-systemes.html,location,only_v2,,officiels de l’organisme acheteur public
13joue002929142026-2026-accompagnement-convergence-systemes.html,procedure_type,only_v2,,Négociée avec publication préalable d’un appel à la concurrence / concurrentielle avec négociation
13joue002929142026-2026-accompagnement-convergence-systemes.html,contract_nature,only_v2,,Services
13joue002929142026-2026-accompagnement-convergence-systemes.html,date_limite,both_empty,,
13joue002929142026-2026-accompagnement-convergence-systemes.html,duree_mois,both_empty,,
13joue002929142026-2026-accompagnement-convergence-systemes.html,estimation_eur,only_v2,,171.0
13joue002939872026-2026-marche-pour-maintenance.html,source_type,diff,FRANCE_MARCHES,BOAMP_XML
13joue002939872026-2026-marche-pour-maintenance.html,status,diff,1,2
13joue002939872026-2026-marche-pour-maintenance.html,reference,match,13/joue/002939872026,13/joue/002939872026
13joue002939872026-2026-marche-pour-maintenance.html,title,match,"Marché pour la maintenance applicative, corrective et évolutive du site internet Culturethèque (et toutes ses fonctionnalités) et pour l'hébergement","Marché pour la maintenance applicative, corrective et évolutive du site internet Culturethèque (et toutes ses fonctionnalités) et pour l'hébergement"
13joue002939872026-2026-marche-pour-maintenance.html,buyer,only_legacy,Institut Français,
13joue002939872026-2026-marche-pour-maintenance.html,cpv,both_empty,[],[]
13joue002939872026-2026-marche-pour-maintenance.html,url_source,only_v2,,https://ted.europa.eu/fr/notice/-/detail/293987-2026
13joue002939872026-2026-marche-pour-maintenance.html,location,only_v2,,officiels de l’organisme acheteur public
13joue002939872026-2026-marche-pour-maintenance.html,procedure_type,only_v2,,Ouverte
13joue002939872026-2026-marche-pour-maintenance.html,contract_nature,only_v2,,Services
13joue002939872026-2026-marche-pour-maintenance.html,date_limite,only_v2,,2026-06-08T00:00:00
13joue002939872026-2026-marche-pour-maintenance.html,duree_mois,both_empty,,
13joue002939872026-2026-marche-pour-maintenance.html,estimation_eur,only_v2,,171.0
13joue002946202026-2026-continuite-exploitation-hebergement?q=h%C3%A9bergement web.html,source_type,diff,FRANCE_MARCHES,BOAMP_XML
13joue002946202026-2026-continuite-exploitation-hebergement?q=h%C3%A9bergement web.html,status,diff,1,2
13joue002946202026-2026-continuite-exploitation-hebergement?q=h%C3%A9bergement web.html,reference,match,13/joue/002946202026,13/joue/002946202026
13joue002946202026-2026-continuite-exploitation-hebergement?q=h%C3%A9bergement web.html,title,diff,"La continuité, l'exploitation, l'hébergement, la maintenance et le développement de la plateforme de notification eTOD",La continuité
13joue002946202026-2026-continuite-exploitation-hebergement?q=h%C3%A9bergement web.html,buyer,only_legacy,Institut géographique national,
13joue002946202026-2026-continuite-exploitation-hebergement?q=h%C3%A9bergement web.html,cpv,both_empty,[],[]
13joue002946202026-2026-continuite-exploitation-hebergement?q=h%C3%A9bergement web.html,url_source,only_v2,,https://ted.europa.eu/fr/notice/-/detail/294620-2026
13joue002946202026-2026-continuite-exploitation-hebergement?q=h%C3%A9bergement web.html,location,only_v2,,officiels de l’organisme acheteur public
13joue002946202026-2026-continuite-exploitation-hebergement?q=h%C3%A9bergement web.html,procedure_type,only_v2,,Ouverte
13joue002946202026-2026-continuite-exploitation-hebergement?q=h%C3%A9bergement web.html,contract_nature,only_v2,,Services
13joue002946202026-2026-continuite-exploitation-hebergement?q=h%C3%A9bergement web.html,date_limite,only_v2,,2026-06-15T00:00:00
13joue002946202026-2026-continuite-exploitation-hebergement?q=h%C3%A9bergement web.html,duree_mois,both_empty,,
13joue002946202026-2026-continuite-exploitation-hebergement?q=h%C3%A9bergement web.html,estimation_eur,only_v2,,171.0
13joue002946822026-2026-renouvellement-maintenance-serveurs.html,source_type,diff,FRANCE_MARCHES,BOAMP_XML
13joue002946822026-2026-renouvellement-maintenance-serveurs.html,status,diff,1,2
13joue002946822026-2026-renouvellement-maintenance-serveurs.html,reference,match,13/joue/002946822026,13/joue/002946822026
13joue002946822026-2026-renouvellement-maintenance-serveurs.html,title,match,Renouvellement et maintenance des serveurs de sauvegarde et prestations associées,Renouvellement et maintenance des serveurs de sauvegarde et prestations associées
13joue002946822026-2026-renouvellement-maintenance-serveurs.html,buyer,only_legacy,SICIO,
13joue002946822026-2026-renouvellement-maintenance-serveurs.html,cpv,both_empty,[],[]
13joue002946822026-2026-renouvellement-maintenance-serveurs.html,url_source,only_v2,,https://ted.europa.eu/fr/notice/-/detail/294682-2026
13joue002946822026-2026-renouvellement-maintenance-serveurs.html,location,only_v2,,officiels de l’organisme acheteur public
13joue002946822026-2026-renouvellement-maintenance-serveurs.html,procedure_type,only_v2,,Ouverte
13joue002946822026-2026-renouvellement-maintenance-serveurs.html,contract_nature,only_v2,,Services
13joue002946822026-2026-renouvellement-maintenance-serveurs.html,date_limite,only_v2,,2026-06-04T00:00:00
13joue002946822026-2026-renouvellement-maintenance-serveurs.html,duree_mois,both_empty,,
13joue002946822026-2026-renouvellement-maintenance-serveurs.html,estimation_eur,only_v2,,171.0
13joue003036002026-2026-accord-cadre-infrastructure.html,source_type,diff,FRANCE_MARCHES,BOAMP_XML
13joue003036002026-2026-accord-cadre-infrastructure.html,status,diff,1,2
13joue003036002026-2026-accord-cadre-infrastructure.html,reference,match,13/joue/003036002026,13/joue/003036002026
13joue003036002026-2026-accord-cadre-infrastructure.html,title,match,Accord-cadre Infrastructure hyperconvergée et VDI (Virtual Desktop Infrastructure),Accord-cadre Infrastructure hyperconvergée et VDI (Virtual Desktop Infrastructure)
13joue003036002026-2026-accord-cadre-infrastructure.html,buyer,only_legacy,Compagnie Nationale du Rhône,
13joue003036002026-2026-accord-cadre-infrastructure.html,cpv,both_empty,[],[]
13joue003036002026-2026-accord-cadre-infrastructure.html,url_source,only_v2,,https://ted.europa.eu/fr/notice/-/detail/303600-2026
13joue003036002026-2026-accord-cadre-infrastructure.html,location,only_v2,,officiels de l’organisme acheteur public
13joue003036002026-2026-accord-cadre-infrastructure.html,procedure_type,only_v2,,Négociée avec publication préalable d’un appel à la concurrence / concurrentielle avec négociation
13joue003036002026-2026-accord-cadre-infrastructure.html,contract_nature,only_v2,,Services
13joue003036002026-2026-accord-cadre-infrastructure.html,date_limite,both_empty,,
13joue003036002026-2026-accord-cadre-infrastructure.html,duree_mois,both_empty,,
13joue003036002026-2026-accord-cadre-infrastructure.html,estimation_eur,only_v2,,171.0
13joue003085442026-2026-fourniture-solutions-infrastructure.html,source_type,diff,FRANCE_MARCHES,BOAMP_XML
13joue003085442026-2026-fourniture-solutions-infrastructure.html,status,diff,1,2
13joue003085442026-2026-fourniture-solutions-infrastructure.html,reference,match,13/joue/003085442026,13/joue/003085442026
13joue003085442026-2026-fourniture-solutions-infrastructure.html,title,match,"Fourniture de solutions d'infrastructure informatique (matériels, logiciels et prestations associées)","Fourniture de solutions d'infrastructure informatique (matériels, logiciels et prestations associées)"
13joue003085442026-2026-fourniture-solutions-infrastructure.html,buyer,only_legacy,Union des Groupements d'Achats Publics,
13joue003085442026-2026-fourniture-solutions-infrastructure.html,cpv,both_empty,[],[]
13joue003085442026-2026-fourniture-solutions-infrastructure.html,url_source,only_v2,,https://ted.europa.eu/fr/notice/-/detail/308544-2026
13joue003085442026-2026-fourniture-solutions-infrastructure.html,location,only_v2,,officiels de l’organisme acheteur public
13joue003085442026-2026-fourniture-solutions-infrastructure.html,procedure_type,only_v2,,Ouverte
13joue003085442026-2026-fourniture-solutions-infrastructure.html,contract_nature,only_v2,,Fournitures
13joue003085442026-2026-fourniture-solutions-infrastructure.html,date_limite,only_v2,,2026-06-29T00:00:00
13joue003085442026-2026-fourniture-solutions-infrastructure.html,duree_mois,both_empty,,
13joue003085442026-2026-fourniture-solutions-infrastructure.html,estimation_eur,only_v2,,171.0
13joue003107212026-2026-maintien-condition-operationnelle.html,source_type,diff,FRANCE_MARCHES,BOAMP_XML
13joue003107212026-2026-maintien-condition-operationnelle.html,status,diff,1,2
13joue003107212026-2026-maintien-condition-operationnelle.html,reference,match,13/joue/003107212026,13/joue/003107212026
13joue003107212026-2026-maintien-condition-operationnelle.html,title,diff,"Maintien en Condition Opérationnelle de l'Infrastructure Système, Stockage, Serveurs et Sauvegarde \\\/ Renouvellement, installation et maintenance de composants essentiels - GHT de la Nièvre","Maintien en Condition Opérationnelle de l’Infrastructure Système, Stockage, Serveurs et Sauvegarde / Renouvellement, installation et maintenance de composants essentiels - GHT de la Nièvre"
13joue003107212026-2026-maintien-condition-operationnelle.html,buyer,only_legacy,Centre Hospitalier de l'Agglomération de Nevers,
13joue003107212026-2026-maintien-condition-operationnelle.html,cpv,both_empty,[],[]
13joue003107212026-2026-maintien-condition-operationnelle.html,url_source,only_v2,,https://ted.europa.eu/fr/notice/-/detail/310721-2026
13joue003107212026-2026-maintien-condition-operationnelle.html,location,only_v2,,officiels de l’organisme acheteur public
13joue003107212026-2026-maintien-condition-operationnelle.html,procedure_type,only_v2,,Ouverte
13joue003107212026-2026-maintien-condition-operationnelle.html,contract_nature,only_v2,,Services
13joue003107212026-2026-maintien-condition-operationnelle.html,date_limite,only_v2,,2026-06-05T00:00:00
13joue003107212026-2026-maintien-condition-operationnelle.html,duree_mois,both_empty,,
13joue003107212026-2026-maintien-condition-operationnelle.html,estimation_eur,only_v2,,171.0
13joue003228322026-2026-continuite-exploitation-hebergement?q=72200000.html,source_type,diff,FRANCE_MARCHES,BOAMP_XML
13joue003228322026-2026-continuite-exploitation-hebergement?q=72200000.html,status,diff,1,2
13joue003228322026-2026-continuite-exploitation-hebergement?q=72200000.html,reference,match,13/joue/003228322026,13/joue/003228322026
13joue003228322026-2026-continuite-exploitation-hebergement?q=72200000.html,title,diff,"La continuité, l'exploitation, l'hébergement, la maintenance et le développement de la plateforme de notification eTOD","La continuité, l’exploitation, l’hébergement, la maintenance et le développement de la plateforme de notification eTOD"
13joue003228322026-2026-continuite-exploitation-hebergement?q=72200000.html,buyer,only_legacy,Institut géographique national,
13joue003228322026-2026-continuite-exploitation-hebergement?q=72200000.html,cpv,both_empty,[],[]
13joue003228322026-2026-continuite-exploitation-hebergement?q=72200000.html,url_source,only_v2,,https://ted.europa.eu/fr/notice/-/detail/322832-2026
13joue003228322026-2026-continuite-exploitation-hebergement?q=72200000.html,location,only_v2,,officiels de l’organisme acheteur public
13joue003228322026-2026-continuite-exploitation-hebergement?q=72200000.html,procedure_type,only_v2,,Ouverte
13joue003228322026-2026-continuite-exploitation-hebergement?q=72200000.html,contract_nature,only_v2,,Services
13joue003228322026-2026-continuite-exploitation-hebergement?q=72200000.html,date_limite,only_v2,,2026-06-15T00:00:00
13joue003228322026-2026-continuite-exploitation-hebergement?q=72200000.html,duree_mois,both_empty,,
13joue003228322026-2026-continuite-exploitation-hebergement?q=72200000.html,estimation_eur,only_v2,,171.0
13joue003237302026-2026-prestations-tierce-maintenance?q=72200000.html,source_type,diff,FRANCE_MARCHES,BOAMP_XML
13joue003237302026-2026-prestations-tierce-maintenance?q=72200000.html,status,diff,1,2
13joue003237302026-2026-prestations-tierce-maintenance?q=72200000.html,reference,match,13/joue/003237302026,13/joue/003237302026
13joue003237302026-2026-prestations-tierce-maintenance?q=72200000.html,title,match,Prestations de Tierce Maintenance Applicative des Logiciels Systèmes Energétiques du LITEN,Prestations de Tierce Maintenance Applicative des Logiciels Systèmes Energétiques du LITEN
13joue003237302026-2026-prestations-tierce-maintenance?q=72200000.html,buyer,only_legacy,COMMISSARIAT A L'ENERGIE ATOMIQUE,
13joue003237302026-2026-prestations-tierce-maintenance?q=72200000.html,cpv,both_empty,[],[]
13joue003237302026-2026-prestations-tierce-maintenance?q=72200000.html,url_source,only_v2,,https://ted.europa.eu/fr/notice/-/detail/323730-2026
13joue003237302026-2026-prestations-tierce-maintenance?q=72200000.html,location,only_v2,,officiels de l’organisme acheteur public
13joue003237302026-2026-prestations-tierce-maintenance?q=72200000.html,procedure_type,only_v2,,Ouverte
13joue003237302026-2026-prestations-tierce-maintenance?q=72200000.html,contract_nature,only_v2,,Services
13joue003237302026-2026-prestations-tierce-maintenance?q=72200000.html,date_limite,only_v2,,2026-06-10T00:00:00
13joue003237302026-2026-prestations-tierce-maintenance?q=72200000.html,duree_mois,both_empty,,
13joue003237302026-2026-prestations-tierce-maintenance?q=72200000.html,estimation_eur,only_v2,,171.0
13joue003241312026-2026-prestations-support-maintenance?q=72200000.html,source_type,diff,FRANCE_MARCHES,BOAMP_XML
13joue003241312026-2026-prestations-support-maintenance?q=72200000.html,status,diff,1,2
13joue003241312026-2026-prestations-support-maintenance?q=72200000.html,reference,match,13/joue/003241312026,13/joue/003241312026
13joue003241312026-2026-prestations-support-maintenance?q=72200000.html,title,match,PRESTATIONS DE SUPPORT ET MAINTENANCE LOGICIEL,PRESTATIONS DE SUPPORT ET MAINTENANCE LOGICIEL
13joue003241312026-2026-prestations-support-maintenance?q=72200000.html,buyer,only_legacy,2026-04,
13joue003241312026-2026-prestations-support-maintenance?q=72200000.html,cpv,both_empty,[],[]
13joue003241312026-2026-prestations-support-maintenance?q=72200000.html,url_source,only_v2,,https://ted.europa.eu/fr/notice/-/detail/324131-2026
13joue003241312026-2026-prestations-support-maintenance?q=72200000.html,location,only_v2,,officiels de l’organisme acheteur public
13joue003241312026-2026-prestations-support-maintenance?q=72200000.html,procedure_type,only_v2,,Restreinte
13joue003241312026-2026-prestations-support-maintenance?q=72200000.html,contract_nature,only_v2,,Services
13joue003241312026-2026-prestations-support-maintenance?q=72200000.html,date_limite,both_empty,,
13joue003241312026-2026-prestations-support-maintenance?q=72200000.html,duree_mois,both_empty,,
13joue003241312026-2026-prestations-support-maintenance?q=72200000.html,estimation_eur,only_v2,,171.0
13joue003272002026-2026-accompagnement-extension-itsm?q=72200000.html,source_type,diff,FRANCE_MARCHES,BOAMP_XML
13joue003272002026-2026-accompagnement-extension-itsm?q=72200000.html,status,diff,1,2
13joue003272002026-2026-accompagnement-extension-itsm?q=72200000.html,reference,match,13/joue/003272002026,13/joue/003272002026
13joue003272002026-2026-accompagnement-extension-itsm?q=72200000.html,title,match,Accompagnement à l extension de l ITSM de la DSI,Accompagnement à l extension de l ITSM de la DSI
13joue003272002026-2026-accompagnement-extension-itsm?q=72200000.html,buyer,only_legacy,DSI - Direction des systèmes d information,
13joue003272002026-2026-accompagnement-extension-itsm?q=72200000.html,cpv,both_empty,[],[]
13joue003272002026-2026-accompagnement-extension-itsm?q=72200000.html,url_source,only_v2,,https://ted.europa.eu/fr/notice/-/detail/327200-2026
13joue003272002026-2026-accompagnement-extension-itsm?q=72200000.html,location,only_v2,,officiels de l’organisme acheteur public
13joue003272002026-2026-accompagnement-extension-itsm?q=72200000.html,procedure_type,only_v2,,Ouverte
13joue003272002026-2026-accompagnement-extension-itsm?q=72200000.html,contract_nature,only_v2,,Services
13joue003272002026-2026-accompagnement-extension-itsm?q=72200000.html,date_limite,only_v2,,2026-06-16T00:00:00
13joue003272002026-2026-accompagnement-extension-itsm?q=72200000.html,duree_mois,both_empty,,
13joue003272002026-2026-accompagnement-extension-itsm?q=72200000.html,estimation_eur,only_v2,,171.0
13joue003278382026-2026-hisi-hebergement-infogerance?q=72200000.html,source_type,diff,FRANCE_MARCHES,BOAMP_XML
13joue003278382026-2026-hisi-hebergement-infogerance?q=72200000.html,status,diff,1,2
13joue003278382026-2026-hisi-hebergement-infogerance?q=72200000.html,reference,match,13/joue/003278382026,13/joue/003278382026
13joue003278382026-2026-hisi-hebergement-infogerance?q=72200000.html,title,match,HISI V2 - Hébergement et infogérance des sites internet,HISI V2 - Hébergement et infogérance des sites internet
13joue003278382026-2026-hisi-hebergement-infogerance?q=72200000.html,buyer,only_legacy,BANQUE DE FRANCE - Direction des Achats,
13joue003278382026-2026-hisi-hebergement-infogerance?q=72200000.html,cpv,both_empty,[],[]
13joue003278382026-2026-hisi-hebergement-infogerance?q=72200000.html,url_source,only_v2,,https://ted.europa.eu/fr/notice/-/detail/327838-2026
13joue003278382026-2026-hisi-hebergement-infogerance?q=72200000.html,location,only_v2,,officiels de l’organisme acheteur public
13joue003278382026-2026-hisi-hebergement-infogerance?q=72200000.html,procedure_type,only_v2,,Négociée avec publication préalable d’un appel à la concurrence / concurrentielle avec négociation
13joue003278382026-2026-hisi-hebergement-infogerance?q=72200000.html,contract_nature,only_v2,,Services
13joue003278382026-2026-hisi-hebergement-infogerance?q=72200000.html,date_limite,both_empty,,
13joue003278382026-2026-hisi-hebergement-infogerance?q=72200000.html,duree_mois,both_empty,,
13joue003278382026-2026-hisi-hebergement-infogerance?q=72200000.html,estimation_eur,only_v2,,171.0
13joue003293162026-2026-maintenance-hebergement-developpements?q=72200000.html,source_type,diff,FRANCE_MARCHES,BOAMP_XML
13joue003293162026-2026-maintenance-hebergement-developpements?q=72200000.html,status,diff,1,2
13joue003293162026-2026-maintenance-hebergement-developpements?q=72200000.html,reference,match,13/joue/003293162026,13/joue/003293162026
13joue003293162026-2026-maintenance-hebergement-developpements?q=72200000.html,title,match,"Maintenance, hébergement et développements des sites et applicatifs web du Département de la Vendée","Maintenance, hébergement et développements des sites et applicatifs web du Département de la Vendée"
13joue003293162026-2026-maintenance-hebergement-developpements?q=72200000.html,buyer,only_legacy,Département de la Vendée,
13joue003293162026-2026-maintenance-hebergement-developpements?q=72200000.html,cpv,both_empty,[],[]
13joue003293162026-2026-maintenance-hebergement-developpements?q=72200000.html,url_source,only_v2,,https://ted.europa.eu/fr/notice/-/detail/329316-2026
13joue003293162026-2026-maintenance-hebergement-developpements?q=72200000.html,location,only_v2,,officiels de l’organisme acheteur public
13joue003293162026-2026-maintenance-hebergement-developpements?q=72200000.html,procedure_type,only_v2,,Ouverte
13joue003293162026-2026-maintenance-hebergement-developpements?q=72200000.html,contract_nature,only_v2,,Services
13joue003293162026-2026-maintenance-hebergement-developpements?q=72200000.html,date_limite,only_v2,,2026-06-12T00:00:00
13joue003293162026-2026-maintenance-hebergement-developpements?q=72200000.html,duree_mois,both_empty,,
13joue003293162026-2026-maintenance-hebergement-developpements?q=72200000.html,estimation_eur,only_v2,,171.0
13joue003304802026-2026-groupement-commandes-pour?q=72200000.html,source_type,diff,FRANCE_MARCHES,BOAMP_XML
13joue003304802026-2026-groupement-commandes-pour?q=72200000.html,status,diff,1,2
13joue003304802026-2026-groupement-commandes-pour?q=72200000.html,reference,match,13/joue/003304802026,13/joue/003304802026
13joue003304802026-2026-groupement-commandes-pour?q=72200000.html,title,match,Groupement de commandes pour la fourniture de services de sécurité informatique pour les réseaux d'accès normands au profit des Etablissements Publics Locaux d'Enseignement,Groupement de commandes pour la fourniture de services de sécurité informatique pour les réseaux d'accès normands au profit des Etablissements Publics Locaux d'Enseignement
13joue003304802026-2026-groupement-commandes-pour?q=72200000.html,buyer,only_legacy,REGION NORMANDIE,
13joue003304802026-2026-groupement-commandes-pour?q=72200000.html,cpv,both_empty,[],[]
13joue003304802026-2026-groupement-commandes-pour?q=72200000.html,url_source,only_v2,,https://ted.europa.eu/fr/notice/-/detail/330480-2026
13joue003304802026-2026-groupement-commandes-pour?q=72200000.html,location,only_v2,,officiels de l’organisme acheteur public
13joue003304802026-2026-groupement-commandes-pour?q=72200000.html,procedure_type,only_v2,,Ouverte
13joue003304802026-2026-groupement-commandes-pour?q=72200000.html,contract_nature,only_v2,,Services
13joue003304802026-2026-groupement-commandes-pour?q=72200000.html,date_limite,only_v2,,2026-06-23T00:00:00
13joue003304802026-2026-groupement-commandes-pour?q=72200000.html,duree_mois,both_empty,,
13joue003304802026-2026-groupement-commandes-pour?q=72200000.html,estimation_eur,only_v2,,171.0
2026-022-BL.html,source_type,match,MARCHES_ONLINE,MARCHES_ONLINE
2026-022-BL.html,status,match,2,2
2026-022-BL.html,reference,only_v2,,2026-022-BL
2026-022-BL.html,title,diff,Prestations logicielles relatives aux automates industriels pour SOLEIL II.,Prestations logicielles relatives aux automates industriels pour SOLEIL II
2026-022-BL.html,buyer,match,Synchrotron Soleil,Synchrotron Soleil
2026-022-BL.html,cpv,only_legacy,"['01607678', '72600000', '48100000', '43968490', '40956310']",[]
